file,speaker,type,chars,text
"cv_campaign_ch10_s32_l3.mp3","butcher","dialogue",67,"That's what thirty years wanted. The names in an official document."
"cv_campaign_ch10_s32_l4.mp3","butcher","dialogue",73,"If a five-kilometer demilitarized zone is the price for that. It's cheap."
"cv_campaign_ch10_s34_l1.mp3","butcher","dialogue",7,"Say it."
"cv_campaign_ch10_s34_l4.mp3","butcher","dialogue",7,"I know."
"cv_campaign_ch10_s34_l5.mp3","butcher","dialogue",60,"That's why the prosthetic must be given. To the next person."
"cv_campaign_ch10_s36_l2.mp3","butcher","dialogue",41,"On Mars there were always people waiting."
"cv_campaign_ch10_s36_l3.mp3","butcher","dialogue",73,"For thirty years I waited too. For the day these names would be recorded."
"cv_campaign_ch10_s36_l4.mp3","butcher","dialogue",27,"Done. That waiting is done."
"cv_campaign_ch10_s36_l5.mp3","butcher","dialogue",19,"Now make them wait."
"cv_campaign_ch5_s_success_l0.mp3","butcher","dialogue",52,"Today we did what couldn't be done thirty years ago."
"cv_campaign_ch5_s_success_l1.mp3","butcher","dialogue",72,"Someone made a declaration back then too. Back then nobody protected it."
"cv_campaign_ch5_s03_l0.mp3","butcher","dialogue",25,"Kepler belongs to nobody?"
"cv_campaign_ch5_s03_l1.mp3","butcher","dialogue",153,"Thirty years ago there were those words too. That the mines didn't belong to anyone. That they belonged to the miners. You know what happened after that."
"cv_campaign_ch5_s03_l2.mp3","butcher","dialogue",55,"Watch anyway. Cinder said this time might be different."
"cv_campaign_ch5_s08_l2.mp3","butcher","dialogue",15,"Too many words."
"cv_campaign_ch5_s11_l1.mp3","butcher","dialogue",5,"Fine."
"cv_campaign_ch5_s11_l3.mp3","butcher","dialogue",54,"Wherever you need to go, you go regardless of the day."
"cv_campaign_ch5_s14_l2.mp3","butcher","dialogue",13,"What is this."
"cv_campaign_ch5_s21_l1.mp3","butcher","dialogue",5,"What?"
"cv_campaign_ch5_s23_l0.mp3","butcher","dialogue",47,"Thirty years ago I heard it too. Similar words."
"cv_campaign_ch5_s23_l1.mp3","butcher","dialogue",57,"Back then there weren't people like those. Not that many."
"cv_campaign_ch5_s25_l2.mp3","butcher","dialogue",26,"Then MCC sees this as war."
"cv_campaign_ch5_s29_l0.mp3","butcher","dialogue",13,"These people."
"cv_campaign_ch5_s29_l1.mp3","butcher","dialogue",61,"Photo from thirty years ago. Similar. Different faces though."
"cv_campaign_ch5_s29_l3.mp3","butcher","dialogue",20,"You saw? Now decide."
"cv_campaign_ch5_s34_l0.mp3","butcher","dialogue",7,"Cinder."
"cv_campaign_ch5_s34_l2.mp3","butcher","dialogue",43,"The Sandstone Promise. That was here today."
"cv_campaign_ch6_s_success_l0.mp3","butcher","dialogue",9,"Survived."
"cv_campaign_ch6_s_success_l1.mp3","butcher","dialogue",68,"The names survived too. That's what matters. More than us surviving."
"cv_campaign_ch6_s_success_l2.mp3","butcher","dialogue",87,"There's empty space on the back of the photo. That's where your name goes. Test passed."
"cv_campaign_ch6_s03_l0.mp3","butcher","dialogue",4,"Sit."
"cv_campaign_ch6_s03_l1.mp3","butcher","dialogue",95,"Thirty years ago. The people in this photo. MCC mine. It was Hellas Zone 4. There was a strike."
"cv_campaign_ch6_s03_l2.mp3","butcher","dialogue",137,"MCC ended it. The strike. How, you already know without me saying. I survived. Among the people in this photo I'm the only one who lived."
"cv_campaign_ch6_s05_l0.mp3","butcher","dialogue",113,"Zone 12. I was there. The night before the accident. Someone called me. Outside the base. Didn't say why. I went."
"cv_campaign_ch6_s05_l1.mp3","butcher","dialogue",76,"When I came back the next morning there was no tunnel. No people. Just dirt."
"cv_campaign_ch6_s05_l2.mp3","butcher","dialogue",64,"For thirty years I've thought about one thing. Why was I called."
"cv_campaign_ch6_s08_l0.mp3","butcher","dialogue",72,"The names. On the back of the photo there are names. Have you seen them."
"cv_campaign_ch6_s08_l1.mp3","butcher","dialogue",111,"At first there were eighty-three. By the end of the strike fewer. After the tunnel collapsed there was just me."
"cv_campaign_ch6_s08_l2.mp3","butcher","dialogue",80,"The names are on the back of the photo. That's all. What names built. That's CV."
"cv_campaign_ch6_s10_l0.mp3","butcher","dialogue",147,"Didn't sign. Instead I lost the arm. A machine grabbed it. Called it an accident. Made the prosthetic myself. Materials taken from tunnel wreckage."
"cv_campaign_ch6_s10_l1.mp3","butcher","dialogue",60,"At seventeen. This arm has been with me since. Thirty years."
"cv_campaign_ch6_s14_l0.mp3","butcher","dialogue",48,"Thirty years have passed. Is CV still necessary."
"cv_campaign_ch6_s14_l1.mp3","butcher","dialogue",130,"The names are on the back of the photo. Names from thirty years ago. New names keep appearing. Zone 12. There are names there too."
"cv_campaign_ch6_s14_l2.mp3","butcher","dialogue",69,"The day names stop appearing. That day CV can disappear too. Not yet."
"cv_campaign_ch6_s16_l0.mp3","butcher","dialogue",73,"The one who survives has an obligation. You know what that obligation is."
"cv_campaign_ch6_s16_l1.mp3","butcher","dialogue",131,"Remembering the names. That's all there is. Even if MCC deletes them. Even if FSP ignores them. Remembering. That's the obligation."
"cv_campaign_ch6_s18_l0.mp3","butcher","dialogue",95,"I have something to ask you. This is a test. There's no wrong answer. You don't have to answer."
"cv_campaign_ch6_s18_l1.mp3","butcher","dialogue",55,"The reason you came here. The first reason. What is it."
"cv_campaign_ch6_s20_l0.mp3","butcher","dialogue",167,"At seventeen I wrote names on the tunnel wall. In chalk. Those names disappeared. When the tunnel collapsed. So I wrote them again. On the back of the photo. On paper."
"cv_campaign_ch6_s20_l1.mp3","butcher","dialogue",95,"That's how you remember. When they disappear you write them again. That's the reason I am here."
"cv_campaign_ch6_s24_l0.mp3","butcher","dialogue",67,"There's a reason I called you tonight. I'm going to ask for a name."
"cv_campaign_ch6_s24_l1.mp3","butcher","dialogue",91,"A name you've lost. A name you remember. Without that I don't know where you are inside CV."
"cv_campaign_ch6_s26_l0.mp3","butcher","dialogue",112,"I remembered names for thirty years. Every night. Before sleeping. I said the names. Out loud. Where no one was."
"cv_campaign_ch6_s26_l1.mp3","butcher","dialogue",86,"That's why I'm still here. As long as there are names I must be here too. It's simple."
"cv_campaign_ch6_s28_l0.mp3","butcher","dialogue",129,"MCC is going to touch the Zone 12 records again. This time to erase them completely. Digital records. Paper records. All of them."
"cv_campaign_ch6_s28_l1.mp3","butcher","dialogue",35,"Cinder found out. No time. Tonight."
"cv_campaign_ch6_s28_l2.mp3","butcher","dialogue",65,"You have to go. You have to get the records. The names are there."
"cv_campaign_ch6_s32_l0.mp3","butcher","dialogue",49,"One more thing to ask you. This is the real test."
"cv_campaign_ch6_s32_l1.mp3","butcher","dialogue",92,"The one who survives has an obligation. You know what that obligation is. What do you think."
"cv_campaign_ch6_s35_l0.mp3","butcher","dialogue",27,"Bring them back. The names."
"cv_campaign_ch6_s35_l1.mp3","butcher","dialogue",43,"Thirty years ago I was alone. Today is not."
"cv_campaign_ch7_s_success_l0.mp3","butcher","dialogue",17,"I'm not dead yet."
"cv_campaign_ch7_s09_l0.mp3","butcher","dialogue",17,"I'm not dead yet."
"cv_campaign_ch7_s09_l1.mp3","butcher","dialogue",76,"If you want to talk about CV's next leader wait until I'm dead. Still alive."
"cv_campaign_ch7_s09_l2.mp3","butcher","dialogue",39,"And it's not you who decides. I decide."
"cv_campaign_ch7_s11_l0.mp3","butcher","dialogue",94,"If CV splits it's all over. Thirty years is over. The names on the back of the photo are over."
"cv_campaign_ch7_s11_l1.mp3","butcher","dialogue",47,"MCC knows it. They're waiting. For us to split."
"cv_campaign_ch7_s17_l0.mp3","butcher","dialogue",75,"Deliver a message to Reza. If you take the passage alone you hold it alone."
"cv_campaign_ch7_s17_l1.mp3","butcher","dialogue",50,"CV is CV. Not Crow's. Not Reza's. While I'm alive."
"cv_campaign_ch7_s21_l0.mp3","butcher","dialogue",48,"Listen to what Reza wants. Don't shoot. Not yet."
"cv_campaign_ch7_s21_l1.mp3","butcher","dialogue",47,"CV has never split in thirty years. Same today."
"cv_campaign_ch7_s25_l0.mp3","butcher","dialogue",113,"Names on the back of this photo. Never split. Not once. The names splitting is the tunnel collapsing. That's all."
"cv_campaign_ch7_s25_l1.mp3","butcher","dialogue",61,"Deliver to Reza. The tunnel doesn't collapse while I'm alive."
"cv_campaign_ch7_s29_l0.mp3","butcher","dialogue",70,"Crow. Reza. Both are CV. Both are on the back of the photo. The names."
"cv_campaign_ch7_s29_l1.mp3","butcher","dialogue",80,"Names shooting at each other. Worse than the tunnel collapsing thirty years ago."
"cv_campaign_ch7_s31_l1.mp3","butcher","dialogue",8,"Knew it."
"cv_campaign_ch7_s31_l2.mp3","butcher","dialogue",49,"Crow. Reza. Stop them together. That comes first."
"cv_campaign_ch7_s33_l0.mp3","butcher","dialogue",5,"Reza."
"cv_campaign_ch7_s33_l1.mp3","butcher","dialogue",36,"Western passage. You hold it. Today."
"cv_campaign_ch7_s33_l2.mp3","butcher","dialogue",35,"We talk later. After today is over."
"cv_campaign_ch8_s_success_l0.mp3","butcher","dialogue",9,"We lived."
"cv_campaign_ch8_s_success_l1.mp3","butcher","dialogue",34,"Lived one more day. That's enough."
"cv_campaign_ch8_s_success_l2.mp3","butcher","dialogue",55,"You. The next one. My decision. The photo is the proof."
"cv_campaign_ch8_s03_l0.mp3","butcher","dialogue",17,"Today is the day."
"cv_campaign_ch8_s03_l1.mp3","butcher","dialogue",102,"CV has to gamble. We need to make a place at the Olympus table. Or overturn the table. One of the two."
"cv_campaign_ch8_s03_l2.mp3","butcher","dialogue",69,"You make the decision. I can't guarantee after today. The lungs know."
"cv_campaign_ch8_s07_l0.mp3","butcher","dialogue",50,"Need to talk about a successor. Need to do it now."
"cv_campaign_ch8_s07_l1.mp3","butcher","dialogue",51,"My decision. Not yours. But I'll hear what you say."
"cv_campaign_ch8_s13_l0.mp3","butcher","dialogue",60,"I haven't forgotten the names in thirty years. You know how."
"cv_campaign_ch8_s13_l1.mp3","butcher","dialogue",107,"I made the names the reason. The reason to be a leader. The reason CV exists. Then they can't be forgotten."
"cv_campaign_ch8_s17_l0.mp3","butcher","dialogue",95,"Erebus is CV's. Since thirty years ago. Not something MCC made. We made it. The names are here."
"cv_campaign_ch8_s17_l1.mp3","butcher","dialogue",65,"CV has to go to Olympus. Has to make a place at the table. Today."
"cv_campaign_ch8_s21_l0.mp3","butcher","dialogue",44,"Something to ask you. This is the last test."
"cv_campaign_ch8_s21_l1.mp3","butcher","dialogue",51,"If you're CV's next leader. What will you do first."
"cv_campaign_ch8_s23_l0.mp3","butcher","dialogue",67,"I know. Roughly what you'll choose. But I want to hear it from you."
"cv_campaign_ch8_s23_l1.mp3","butcher","dialogue",68,"At seventeen I didn't sign. The reason for that is in this room now."
"cv_campaign_ch8_s27_l0.mp3","butcher","dialogue",57,"I'll decide the successor. Before that we have to gamble."
"cv_campaign_ch8_s27_l1.mp3","butcher","dialogue",73,"Olympus. Need to make a CV seat. Or destroy the table. That's the gamble."
"cv_campaign_ch8_s27_l2.mp3","butcher","dialogue",103,"Thirty years ago it was the strike. Today it's Olympus. Nothing's changed. But we have to be different."
"cv_campaign_ch8_s33_l0.mp3","butcher","dialogue",61,"Argyre Plains. Didn't come here thirty years ago. First time."
"cv_campaign_ch8_s33_l1.mp3","butcher","dialogue",76,"Started in the canyon. Continued in Erebus. Could end here. That's fine too."
"cv_campaign_ch1_s06_l0.mp3","butcher_vasquez","dialogue",12,"Still alive."
"cv_campaign_ch1_s06_l1.mp3","butcher_vasquez","dialogue",38,"Looks like you've got nothing to lose."
"cv_campaign_ch1_s06_l3.mp3","butcher_vasquez","dialogue",32,"Don't need to talk. They all do."
"cv_campaign_ch1_s08_l0.mp3","butcher_vasquez","dialogue",40,"There are three ways to survive on Mars."
"cv_campaign_ch1_s08_l1.mp3","butcher_vasquez","dialogue",10,"Be strong."
"cv_campaign_ch1_s08_l2.mp3","butcher_vasquez","dialogue",10,"Be useful."
"cv_campaign_ch1_s08_l3.mp3","butcher_vasquez","dialogue",10,"Disappear."
"cv_campaign_ch1_s19_l0.mp3","butcher_vasquez","dialogue",46,"Win and you pass. Lose and try again tomorrow."
"cv_campaign_ch1_s19_l1.mp3","butcher_vasquez","dialogue",31,"Don't kill. Just put them down."
"cv_campaign_ch1_s28_l0.mp3","butcher_vasquez","dialogue",33,"Minus one hundred. You know that."
"cv_campaign_ch1_s28_l2.mp3","butcher_vasquez","dialogue",39,"Knowing and experiencing are different."
"cv_campaign_ch1_s33_l0.mp3","butcher_vasquez","dialogue",8,"Come in."
"cv_campaign_ch1_s33_l1.mp3","butcher_vasquez","dialogue",54,"People have died there through the night. But not you."
"cv_campaign_ch1_s38_l0.mp3","butcher_vasquez","dialogue",63,"Reza. MCC informant. Three days of investigation. A conclusion."
"cv_campaign_ch1_s38_l1.mp3","butcher_vasquez","dialogue",87,"CV doesn't forgive betrayal. In a place with no rules that's the one thing that exists."
"cv_campaign_ch1_s38_l3.mp3","butcher_vasquez","dialogue",17,"There's evidence."
"cv_campaign_ch1_s47_l1.mp3","butcher_vasquez","dialogue",35,"Alive means there's still a chance."
"cv_campaign_ch2_s34_l0.mp3","butcher_vasquez","dialogue",9,"No blood."
"cv_campaign_ch2_s34_l1.mp3","butcher_vasquez","dialogue",42,"The workers didn't trigger the alarm. Why."
"cv_campaign_ch2_s34_l3.mp3","butcher_vasquez","dialogue",6,"I see."
"cv_campaign_ch2_s42_l0.mp3","butcher_vasquez","dialogue",43,"On Mars first operations are all like that."
"cv_campaign_ch2_s42_l1.mp3","butcher_vasquez","dialogue",41,"Equipment can be retrieved. People can't."
"cv_campaign_ch2_s42_l2.mp3","butcher_vasquez","dialogue",40,"You came back. That's enough. For today."
"cv_campaign_ch3_s03_l0.mp3","butcher_vasquez","dialogue",13,"Loyalty test."
"cv_campaign_ch3_s03_l1.mp3","butcher_vasquez","dialogue",90,"CV lives by the code. Only those who keep the code can be here. It's time to confirm that."
"cv_campaign_ch3_s07_l0.mp3","butcher_vasquez","dialogue",74,"Reza caused harm to CV. Not small harm. The code doesn't forgive betrayal."
"cv_campaign_ch3_s07_l1.mp3","butcher_vasquez","dialogue",78,"But — you said that name. Aisha. That's why Reza is here. Your choice existed."
"cv_campaign_ch3_s07_l2.mp3","butcher_vasquez","dialogue",30,"Now you handle it. What to do."
"cv_campaign_ch3_s23_l0.mp3","butcher_vasquez","dialogue",13,"Release Reza."
"cv_campaign_ch3_s23_l2.mp3","butcher_vasquez","dialogue",43,"It's the code. A promise was made. Keep it."
"cv_campaign_ch3_s45_l0.mp3","butcher_vasquez","dialogue",18,"You kept the code."
"cv_campaign_ch3_s45_l1.mp3","butcher_vasquez","dialogue",104,"Few people in CV make their own code. Most don't even know what the code is. That's why they don't last."
"cv_campaign_ch4_s44_l0.mp3","butcher_vasquez","dialogue",17,"I know the names."
"cv_campaign_ch4_s44_l2.mp3","butcher_vasquez","dialogue",71,"From the beginning. Knew why Cinder came to CV. That's why you're here."
"cv_prologue_s26_l0.mp3","butcher_vasquez","dialogue",12,"Still alive."
"cv_prologue_s26_l1.mp3","butcher_vasquez","dialogue",35,"You heard the rumor. That's enough."
"cv_campaign_ch9_s06_l0.mp3","chen","dialogue",8,"CV came."
"cv_campaign_ch9_s06_l1.mp3","chen","dialogue",47,"You weren't on the agenda. But you came so sit."
"cv_campaign_ch9_s06_l2.mp3","chen","dialogue",42,"Three chairs. One was empty. Now it isn't."
"cv_campaign_ch9_s12_l0.mp3","chen","dialogue",48,"MCC records show eleven Zone 12 deaths. Correct."
"cv_campaign_ch9_s12_l1.mp3","chen","dialogue",118,"The report exists. The revision request exists. The record that revision didn't happen exists. MCC records everything."
"cv_campaign_ch9_s12_l2.mp3","chen","dialogue",58,"You're asking whether that record should be at this table."
"cv_campaign_ch9_s14_l1.mp3","chen","dialogue",32,"For twenty-two years I've known."
"cv_campaign_ch9_s15_l0.mp3","chen","dialogue",75,"My parents died in the mines. Not Zone 12. A different tunnel. Same method."
"cv_campaign_ch9_s15_l1.mp3","chen","dialogue",80,"I've been inside MCC for twenty-two years. Trying to change things. Still there."
"cv_campaign_ch9_s15_l2.mp3","chen","dialogue",58,"You and I came from the same place. Chose different doors."
"cv_campaign_ch9_s17_l1.mp3","chen","dialogue",67,"I know them. Four of them are on this mountain. Since this morning."
"cv_campaign_ch9_s19_l0.mp3","chen","dialogue",59,"Don't know who the target is. Me. Rev. Hale. Or one of you."
"cv_campaign_ch9_s19_l1.mp3","chen","dialogue",65,"It's possible. Someone who wants this meeting to fail hired them."
"cv_campaign_ch9_s19_l2.mp3","chen","dialogue",58,"Or from inside the MCC board. That possibility exists too."
"cv_campaign_ch9_s21_l1.mp3","chen","dialogue",41,"Two east. Two west. They know we're here."
"cv_campaign_ch9_s23_l0.mp3","chen","dialogue",24,"Cinder Grace. One thing."
"cv_campaign_ch9_s23_l1.mp3","chen","dialogue",66,"Zone 12 records. In MCC archives. I've unlocked them. As of today."
"cv_campaign_ch9_s23_l2.mp3","chen","dialogue",42,"When the talks are over you can take them."
"cv_campaign_ch9_s25_l1.mp3","chen","dialogue",20,"It took a long time."
"cv_campaign_ch9_s27_l0.mp3","chen","dialogue",19,"You have to decide."
"cv_campaign_ch9_s27_l1.mp3","chen","dialogue",82,"Whom to protect. Or whether to stop the assassination or not. This is CV's choice."
"cv_campaign_ch9_s27_l2.mp3","chen","dialogue",57,"The talks must continue. The names must be at this table."
"cv_campaign_ch9_s31_l0.mp3","chen","dialogue",31,"CV has no reason to protect me."
"cv_campaign_ch9_s31_l2.mp3","chen","dialogue",22,"Is that reason enough."
"cv_campaign_ch9_s34_l0.mp3","chen","dialogue",44,"I'll drink the tea. First time in this room."
"cv_campaign_ch9_s34_l1.mp3","chen","dialogue",64,"There's a way to drink inside a mask. A method bureaucrats know."
"cv_campaign_ch9_s34_l3.mp3","chen","dialogue",51,"Cinder is outside. You are inside. And I drink tea."
"cv_campaign_ch9_s34_l4.mp3","chen","dialogue",30,"Each of us doing our own work."
"cv_campaign_ch9_s36_l1.mp3","chen","dialogue",32,"He said Ramos. The captured one."
"cv_campaign_ch9_s36_l3.mp3","chen","dialogue",54,"Talon Group. Mars conflict consultants. Earth capital."
"cv_campaign_ch9_s36_l5.mp3","chen","dialogue",37,"That is the most profitable business."
"cv_campaign_ch9_s40_l0.mp3","chen","dialogue",45,"Include Zone 12 in the agreement. Explicitly."
"cv_campaign_ch9_s40_l3.mp3","chen","dialogue",33,"And investigation of Talon Group."
"cv_campaign_ch9_s40_l5.mp3","chen","dialogue",39,"Agreed. An independent body must do it."
"cv_campaign_ch9_s44_l0.mp3","chen","dialogue",36,"The Zone 12 records. Take them. Now."
"cv_campaign_ch9_s44_l2.mp3","chen","dialogue",50,"A copy. I brought it when I came up this mountain."
"cv_campaign_ch9_s44_l3.mp3","chen","dialogue",57,"Twenty-two years I waited. For the day I could give this."
"mcc_campaign_ch10_s06_l0.mp3","chen","dialogue",4,"Sit."
"mcc_campaign_ch10_s06_l1.mp3","chen","dialogue",66,"There are things you need to know before entering the board today."
"mcc_campaign_ch10_s06_l2.mp3","chen","dialogue",85,"Everything I'm going to say is true. Things that have been true for twenty-two years."
"mcc_campaign_ch10_s07_l0.mp3","chen","dialogue",70,"I was born on Mars. Second generation. My parents worked in the mines."
"mcc_campaign_ch10_s07_l1.mp3","chen","dialogue",101,"When the Zone 12 accident happened I had been at MCC for two years. I was on the internal audit team."
"mcc_campaign_ch10_s07_l2.mp3","chen","dialogue",42,"That was the first time I saw the records."
"mcc_campaign_ch10_s09_l0.mp3","chen","dialogue",43,"The locking of the records wasn't my doing."
"mcc_campaign_ch10_s09_l1.mp3","chen","dialogue",100,"What I did was — ensure that record didn't completely disappear. Leaving it in the archive sublevel."
"mcc_campaign_ch10_s09_l2.mp3","chen","dialogue",54,"It was there until you found it. For twenty-two years."
"mcc_campaign_ch10_s11_l0.mp3","chen","dialogue",83,"Thirty years ago. The day before the Zone 12 accident. My mother contacted Butcher."
"mcc_campaign_ch10_s11_l1.mp3","chen","dialogue",128,"My mother was also a Zone 12 miner. She knew the MCC communication frequencies. She accessed the tunnel communication frequency."
"mcc_campaign_ch10_s11_l2.mp3","chen","dialogue",108,"She told him to leave now. Didn't say why. Just told him to leave. It was eight years before my mother died."
"mcc_campaign_ch10_s13_l0.mp3","chen","dialogue",98,"I heard it from my mother. Before she died. That MCC knew and let it go. That cost was the reason."
"mcc_campaign_ch10_s13_l1.mp3","chen","dialogue",81,"That was all my mother could do. Even one person. Getting them out of the tunnel."
"mcc_campaign_ch10_s13_l2.mp3","chen","dialogue",90,"I entered MCC after that. After my mother died. Twenty-two years ago. That was the reason."
"mcc_campaign_ch10_s15_l0.mp3","chen","dialogue",20,"Look out the window."
"mcc_campaign_ch10_s15_l1.mp3","chen","dialogue",111,"Hellas Central. The city MCC built. Where my parents worked. Where C-7 block children now write names in chalk."
"mcc_campaign_ch10_s15_l2.mp3","chen","dialogue",140,"For twenty-two years this was the goal. The things visible from this window changing. Add my mother's thirty years and it goes back further."
"mcc_campaign_ch10_s17_l0.mp3","chen","dialogue",7,"Lifang."
"mcc_campaign_ch10_s17_l2.mp3","chen","dialogue",57,"Report what happened to the Pilgrim Arms team at Olympus."
"mcc_campaign_ch10_s20_l0.mp3","chen","dialogue",7,"I knew."
"mcc_campaign_ch10_s20_l1.mp3","chen","dialogue",71,"That's why I secured information on Pilgrim Arms first. Before Olympus."
"mcc_campaign_ch10_s20_l2.mp3","chen","dialogue",87,"Now that information is evidence. Evidence to be used at the ten o'clock board meeting."
"mcc_campaign_ch10_s22_l0.mp3","chen","dialogue",49,"At the board meeting Osei will try to dismiss me."
